household_weight,people_in_household,adults_in_household,children_in_household,baseline_household_net_income_bhc,baseline_equiv_household_net_income_bhc,baseline_household_net_income_ahc,baseline_equiv_household_net_income_ahc,baseline_in_poverty_bhc,baseline_in_poverty_ahc,reform_1_household_net_income_bhc,reform_1_equiv_household_net_income_bhc,reform_1_household_net_income_ahc,reform_1_equiv_household_net_income_ahc,reform_1_in_poverty_bhc,reform_1_in_poverty_ahc,reform_2_household_net_income_bhc,reform_2_equiv_household_net_income_bhc,reform_2_household_net_income_ahc,reform_2_equiv_household_net_income_ahc,reform_2_in_poverty_bhc,reform_2_in_poverty_ahc,reform_3_household_net_income_bhc,reform_3_equiv_household_net_income_bhc,reform_3_household_net_income_ahc,reform_3_equiv_household_net_income_ahc,reform_3_in_poverty_bhc,reform_3_in_poverty_ahc,reform_4_household_net_income_bhc,reform_4_equiv_household_net_income_bhc,reform_4_household_net_income_ahc,reform_4_equiv_household_net_income_ahc,reform_4_in_poverty_bhc,reform_4_in_poverty_ahc
421.0,2,2,0,610.1738,610.1738,610.1738,610.1738,0,0,600.1,600.1,600.1,600.1,0,0,507.6,507.6,507.6,507.6,0,0,593.6,593.6,593.6,593.6,0,0,677.6,677.6,677.6,677.6,0,0
2197.0,2,2,0,788.5154,788.5154,702.5154,702.5154,0,0,757.4585,757.4585,671.4585,671.4585,0,0,668.3335,668.3335,582.3335,582.3335,0,0,754.33356,754.33356,668.33356,668.33356,0,0,838.33356,838.33356,752.33356,752.33356,0,0
599.0,3,3,0,675.0,1007.46265,667.0,995.52234,0,0,725.92,1083.4626,717.92,1071.5223,0,0,1058.2125,1579.4216,1050.2125,1567.4813,0,0,757.2125,1130.168,749.2125,1118.2277,0,0,661.795,987.75366,653.795,975.81335,0,0
1274.0,1,1,0,304.0,453.73132,184.0,274.62686,0,0,306.47998,457.4328,186.47998,278.3283,0,0,421.7625,629.4963,301.7625,450.39178,0,0,279.7625,417.55597,159.76251,238.4515,0,1,219.35501,327.39554,99.35501,148.29106,0,1
2076.0,3,3,0,770.1569,1149.4879,758.1569,1131.5775,0,0,802.24,1197.373,790.24,1179.4626,0,0,1033.99,1543.2686,1021.99005,1525.3583,0,0,792.99005,1183.5673,780.99005,1165.6567,0,0,682.11505,1018.08215,670.11505,1000.1717,0,0
1445.0,4,2,2,962.40247,687.43036,834.40247,596.0018,0,0,988.6646,706.189,860.6646,614.76044,0,0,905.6646,646.9033,777.6646,555.47473,0,0,1077.6646,769.76044,949.6646,678.33185,0,0,900.6646,643.33185,772.6646,551.9033,0,0
1556.0,3,2,1,661.9039,551.58655,423.90387,353.2532,0,0,673.83,561.52496,435.83002,363.19168,0,0,631.78,526.48334,393.78,328.15,0,0,760.78,633.98334,522.78,435.65,0,0,717.82996,598.1916,479.83,399.8583,0,0
3691.0,3,3,0,385.88,575.9403,151.88,226.68657,0,1,449.52,670.92535,215.51999,321.67163,0,0,447.27002,667.5672,213.27,318.31345,0,0,611.27,912.34326,377.27002,563.08954,0,0,737.27,1100.403,503.27002,751.1493,0,0
1368.0,4,2,2,963.47375,629.72144,929.47375,607.4992,0,0,1052.3999,687.8431,1018.39996,665.6209,0,0,988.39996,646.01306,954.39996,623.79083,0,0,1090.3999,712.6797,1056.3999,690.45746,0,0,913.39996,596.99347,879.39996,574.77124,0,0
2459.0,2,2,0,662.2769,662.2769,536.2769,536.2769,0,0,678.0801,678.0801,552.0801,552.0801,0,0,556.57996,556.57996,430.58,430.58,0,0,642.58,642.58,516.58,516.58,0,0,726.58,726.58,600.58,600.58,0,0
1129.0,2,2,0,622.56537,622.56537,615.56537,615.56537,0,0,600.0585,600.0585,593.0585,593.0585,0,0,805.8884,805.8884,798.8884,798.8884,0,0,521.8884,521.8884,514.8884,514.8884,0,0,378.74597,378.74597,371.74597,371.74597,0,0
2004.0,4,2,2,1283.4615,916.75824,1214.4615,867.47253,0,0,1307.6877,934.0627,1238.6877,884.777,0,0,1140.43,814.5929,1071.43,765.3072,0,0,1312.43,937.4501,1243.43,888.16437,0,0,1135.43,811.0215,1066.43,761.7358,0,0
1289.0,2,2,0,521.615,521.615,502.615,502.615,0,0,505.37805,505.37805,486.37805,486.37805,0,0,740.3531,740.3531,721.3531,721.3531,0,0,456.3531,456.3531,437.3531,437.3531,0,0,297.75308,297.75308,278.75308,278.75308,0,0
1373.0,1,1,0,186.0,277.61194,86.0,128.3582,0,1,227.31999,339.28357,127.31999,190.02983,0,1,248.82,371.37314,148.82,222.11942,0,1,291.82,435.55225,191.82,286.29852,0,0,333.82,498.2388,233.82,348.98508,0,0
2512.0,2,2,0,1126.1523,1126.1523,834.15234,834.15234,0,0,1116.0785,1116.0785,824.0784,824.0784,0,0,820.3284,820.3284,528.3284,528.3284,0,0,906.3285,906.3285,614.3285,614.3285,0,0,990.3285,990.3285,698.3285,698.3285,0,0
1389.0,2,2,0,715.6727,715.6727,675.6727,675.6727,0,0,681.4789,681.4789,641.4789,641.4789,0,0,575.4789,575.4789,535.4789,535.4789,0,0,661.4789,661.4789,621.4789,621.4789,0,0,745.4789,745.4789,705.4789,705.4789,0,0
1228.0,2,1,1,492.34384,565.9125,421.34384,484.30325,0,0,492.90692,566.5597,421.90692,484.95047,0,0,448.32,515.31036,377.32,433.70114,0,0,534.32,614.16095,463.32,532.55176,0,0,449.37,516.5172,378.37,434.90805,0,0
1993.0,1,1,0,101.0,150.74626,101.0,150.74626,1,1,127.72,190.62686,127.72,190.62686,1,1,294.0,438.80597,294.0,438.80597,0,0,152.0,226.86566,152.0,226.86566,1,1,59.532497,88.85447,59.532497,88.85447,1,1
1182.0,3,1,2,520.6569,433.88074,482.65692,402.21408,0,0,576.9,480.75,538.9,449.08334,0,0,604.38,503.65,566.38,471.9833,0,0,663.38,552.81665,625.38,521.14996,0,0,444.37997,370.31662,406.37997,338.64996,0,0
1237.0,2,2,0,903.7769,903.7769,894.7769,894.7769,0,0,848.60004,848.60004,839.60004,839.60004,0,0,986.48254,986.48254,977.48254,977.48254,0,0,702.4825,702.4825,693.4825,693.4825,0,0,574.22504,574.22504,565.22504,565.22504,0,0
2254.0,4,2,2,1227.5045,876.78894,1189.5045,849.6461,0,0,1231.2906,879.49335,1193.2906,852.35046,0,0,1173.0599,837.89996,1135.0599,810.75714,0,0,1345.0599,960.75714,1307.0599,933.61426,0,0,1168.0599,834.32855,1130.0599,807.18567,0,0
1307.0,2,2,0,1563.0657,1563.0657,1545.0657,1545.0657,0,0,1495.1877,1495.1877,1477.1877,1477.1877,0,0,1130.28,1130.28,1112.28,1112.28,0,0,1216.28,1216.28,1198.28,1198.28,0,0,1300.28,1300.28,1282.28,1282.28,0,0
1335.0,1,1,0,398.0,594.02985,273.0,407.46268,0,0,417.52002,623.1642,292.52002,436.59705,0,0,561.0,837.3134,436.0,650.7463,0,0,419.0,625.3731,294.0,438.80597,0,0,343.70752,512.9963,218.70752,326.42914,0,0
1724.0,4,3,1,959.0887,799.24054,949.0887,790.9072,0,0,977.97784,814.9815,967.97784,806.6482,0,0,936.67786,780.5648,926.67786,772.2315,0,0,1038.6779,865.5648,1028.6779,857.2315,0,0,847.72784,706.4398,837.72784,698.1065,0,0
1191.0,2,2,0,619.1238,619.1238,600.1238,600.1238,0,0,585.68005,585.68005,566.68005,566.68005,0,0,632.9975,632.9975,613.9975,613.9975,0,0,533.9975,533.9975,514.9975,514.9975,0,0,520.74255,520.74255,501.74252,501.74252,0,0
2029.0,2,2,0,350.0,350.0,336.0,336.0,0,0,366.96002,366.96002,352.96002,352.96002,0,0,636.0975,636.0975,622.0975,622.0975,0,0,352.0975,352.0975,338.0975,338.0975,0,0,202.085,202.085,188.085,188.085,1,1
748.0,4,1,3,276.41846,180.66566,-39.581543,-25.87029,1,1,477.60767,312.16187,161.60767,105.62593,0,1,607.34766,396.95926,291.3477,190.42332,0,1,523.42,342.10458,207.42,135.56863,0,1,396.99768,259.47562,80.99768,52.939663,0,1
226.0,1,1,0,380.0,567.1642,380.0,567.1642,0,0,379.6,566.56714,379.6,566.56714,0,0,460.0,686.56714,460.0,686.56714,0,0,318.0,474.62686,318.0,474.62686,0,0,290.225,433.17163,290.225,433.17163,0,0
1382.0,2,2,0,642.5939,642.5939,619.5939,619.5939,0,0,632.52,632.52,609.52,609.52,0,0,527.77,527.77,504.77002,504.77002,0,0,613.77,613.77,590.77,590.77,0,0,697.77,697.77,674.77,674.77,0,0
1150.0,2,2,0,649.92694,649.92694,615.92694,615.92694,0,0,607.4,607.4,573.4,573.4,0,0,788.25256,788.25256,754.25256,754.25256,0,0,504.2525,504.2525,470.2525,470.2525,0,0,377.71252,377.71252,343.71252,343.71252,0,0
541.0,2,2,0,931.0938,931.0938,931.0938,931.0938,0,0,911.02,911.02,911.02,911.02,0,0,677.52,677.52,677.52,677.52,0,0,798.52,798.52,798.52,798.52,0,0,882.52,882.52,882.52,882.52,0,0
447.0,3,2,1,864.5438,720.4532,864.5438,720.4532,0,0,876.47,730.3916,876.47,730.3916,0,0,759.92004,633.26666,759.92004,633.26666,0,0,888.92004,740.76666,888.92004,740.76666,0,0,845.9701,704.97504,845.9701,704.97504,0,0
1721.0,4,2,2,1334.925,953.5179,1008.92505,720.66077,0,0,1334.2031,953.00226,1008.2031,720.1451,0,0,1113.7031,795.50226,787.7031,562.6451,0,0,1285.7031,918.3594,959.7031,685.50226,0,0,1108.7031,791.93085,782.7031,559.07367,0,0
1788.0,2,2,0,937.0819,937.0819,703.0819,703.0819,0,0,880.72,880.72,646.72,646.72,0,0,684.72003,684.72003,450.72003,450.72003,0,0,770.72,770.72,536.72,536.72,0,0,854.72,854.72,620.72,620.72,0,0
1771.0,6,2,4,327.52307,181.95726,97.52307,54.179485,1,1,545.5231,303.0684,315.52307,175.2906,0,1,888.9625,493.86807,658.9625,366.0903,0,0,924.45,513.5834,694.45,385.80557,0,0,680.9125,378.28473,450.9125,250.50696,0,0
4065.0,2,2,0,255.24078,255.24078,154.24078,154.24078,0,1,290.2,290.2,189.2,189.2,0,1,253.95,253.95,152.95,152.95,0,1,409.95,409.95,308.95,308.95,0,0,493.95,493.95,392.95,392.95,0,0
730.0,4,2,2,585.7769,418.41208,414.77692,296.26923,0,0,623.02,445.0143,452.02002,322.87146,0,0,680.18,485.84286,509.18,363.7,0,0,852.18,608.7,681.18,486.55716,0,0,675.17993,482.2714,504.17996,360.12854,0,0
1434.0,2,2,0,597.92694,597.92694,588.92694,588.92694,0,0,597.5,597.5,588.5,588.5,0,0,856.505,856.505,847.505,847.505,0,0,572.505,572.505,563.505,563.505,0,0,412.18747,412.18747,403.18747,403.18747,0,0
1100.0,3,2,1,952.2638,793.5531,848.2638,706.8865,0,0,964.18994,803.4916,860.18994,716.82495,0,0,815.39,679.49164,711.39,592.825,0,0,944.39,786.99164,840.39,700.325,0,0,901.44,751.19995,797.44,664.5333,0,0
1461.0,2,2,0,803.69,803.69,535.69,535.69,0,0,793.61615,793.61615,525.61615,525.61615,0,0,618.36615,618.36615,350.36615,350.36615,0,0,704.36615,704.36615,436.36615,436.36615,0,0,788.36615,788.36615,520.36615,520.36615,0,0
1640.0,1,1,0,434.09692,647.9058,422.09692,629.9954,0,0,402.72,601.0746,390.72,583.1642,0,0,453.96002,677.55225,441.96002,659.6418,0,0,311.96002,465.61197,299.96002,447.7015,0,0,236.09502,352.3806,224.09502,334.47015,0,0
2088.0,3,2,1,516.36383,430.30316,480.36383,400.30316,0,0,535.11,445.92496,499.11,415.92496,0,0,544.06,453.3833,508.06,423.3833,0,0,673.06,560.8833,637.06,530.8833,0,0,630.11,525.0916,594.11,495.09164,0,0
1288.0,1,1,0,148.0,220.89552,53.0,79.10448,1,1,213.0,317.91043,118.0,176.1194,0,1,253.0,377.61194,158.0,235.82089,0,1,296.0,441.79105,201.0,300.0,0,0,338.0,504.4776,243.0,362.68655,0,0
2137.0,3,3,0,1391.3239,2076.6028,1360.3239,2030.3341,0,0,1293.1001,1930.0001,1262.1001,1883.7314,0,0,1357.5276,2026.1605,1326.5276,1979.8918,0,0,1116.5275,1666.4589,1085.5275,1620.1902,0,0,1006.22504,1501.8284,975.22504,1455.5597,0,0
1313.0,2,2,0,760.9739,760.9739,740.9739,740.9739,0,0,717.30005,717.30005,697.30005,697.30005,0,0,732.875,732.875,712.875,712.875,0,0,633.875,633.875,613.875,613.875,0,0,602.30005,602.30005,582.30005,582.30005,0,0
853.0,2,2,0,850.21387,850.21387,807.21387,807.21387,0,0,840.14,840.14,797.14,797.14,0,0,659.39,659.39,616.39,616.39,0,0,745.39,745.39,702.39,702.39,0,0,829.39,829.39,786.39,786.39,0,0
1513.0,2,2,0,1284.4415,1284.4415,1272.4415,1272.4415,0,0,1247.8677,1247.8677,1235.8677,1235.8677,0,0,950.4601,950.4601,938.4601,938.4601,0,0,1036.4601,1036.4601,1024.4601,1024.4601,0,0,1120.4601,1120.4601,1108.4601,1108.4601,0,0
1655.0,2,2,0,814.6139,814.6139,803.6139,803.6139,0,0,804.54004,804.54004,793.54004,793.54004,0,0,637.54004,637.54004,626.54004,626.54004,0,0,723.54004,723.54004,712.54004,712.54004,0,0,807.54004,807.54004,796.54004,796.54004,0,0
1303.0,2,2,0,612.22656,612.22656,607.22656,607.22656,0,0,589.3295,589.3295,584.3295,584.3295,0,0,763.1196,763.1196,758.1196,758.1196,0,0,479.1196,479.1196,474.1196,474.1196,0,0,366.89212,366.89212,361.89212,361.89212,0,0
1393.0,4,2,2,1170.1938,704.9361,1117.1938,673.00836,0,0,1314.12,791.63855,1261.12,759.7109,0,0,1189.12,716.33734,1136.12,684.40967,0,0,1221.12,735.61444,1168.12,703.68677,0,0,1044.12,628.988,991.12,597.06024,0,0
1275.0,2,1,1,305.62387,351.2918,175.62387,201.86652,0,1,306.1869,351.93896,176.18689,202.51367,0,1,289.4369,332.68607,159.4369,183.2608,0,1,325.83997,374.5287,195.83998,225.10342,0,1,278.1869,319.75504,148.18689,170.32976,0,1
1101.0,4,2,2,880.1157,575.2391,830.1157,542.5593,0,0,969.04193,633.3608,919.04193,600.681,0,0,926.79193,605.7464,876.79193,573.06665,0,0,1028.7919,672.413,978.79193,639.7333,0,0,851.79193,556.72675,801.79193,524.047,0,0
1239.0,2,2,0,769.3269,769.3269,762.3269,762.3269,0,0,727.19995,727.19995,720.19995,720.19995,0,0,955.16003,955.16003,948.16003,948.16003,0,0,671.16003,671.16003,664.16003,664.16003,0,0,506.26248,506.26248,499.26248,499.26248,0,0
1332.0,2,2,0,720.55383,720.55383,665.55383,665.55383,0,0,710.48,710.48,655.48,655.48,0,0,577.73,577.73,522.73,522.73,0,0,663.73,663.73,608.73,608.73,0,0,747.73,747.73,692.73,692.73,0,0
1656.0,2,2,0,1011.7938,1011.7938,911.7938,911.7938,0,0,1001.72,1001.72,901.72,901.72,0,0,763.22,763.22,663.22,663.22,0,0,849.22,849.22,749.22,749.22,0,0,933.22,933.22,833.22,833.22,0,0
1083.0,3,2,1,2129.7993,1774.8326,2039.7993,1699.8326,0,0,2031.3984,1692.8319,1941.3984,1617.8319,0,0,1640.41,1367.0083,1550.41,1292.0083,0,0,1769.4099,1474.5082,1679.4099,1399.5082,0,0,1726.46,1438.7166,1636.46,1363.7166,0,0
3746.0,4,4,0,878.4,878.4,725.4,725.4,0,0,942.3261,942.3261,789.3261,789.3261,0,0,882.5762,882.5762,729.5762,729.5762,0,0,1054.5762,1054.5762,901.5762,901.5762,0,0,1032.5762,1032.5762,879.5762,879.5762,0,0
1015.0,3,2,1,1035.2239,862.6865,983.2239,819.3532,0,0,1047.1499,872.6249,995.14996,829.2916,0,0,867.85,723.2083,815.85,679.87494,0,0,996.85,830.70825,944.85,787.37494,0,0,953.89996,794.9166,901.89996,751.58325,0,0
1296.0,2,2,0,207.9,207.9,196.9,196.9,1,1,288.21997,288.21997,277.21997,277.21997,0,0,329.4075,329.4075,318.4075,318.4075,0,0,415.4075,415.4075,404.4075,404.4075,0,0,499.4075,499.4075,488.4075,488.4075,0,0
704.0,1,1,0,166.0,247.76118,98.0,146.26865,1,1,177.12,264.3582,109.119995,162.86566,0,1,308.3125,460.1679,240.3125,358.67535,0,0,166.3125,248.2276,98.3125,146.73508,1,1,96.744995,144.39551,28.744995,42.902977,1,1
1896.0,2,2,0,678.48694,678.48694,576.48694,576.48694,0,0,634.88,634.88,532.88,532.88,0,0,644.45996,644.45996,542.45996,542.45996,0,0,545.45996,545.45996,443.46,443.46,0,0,563.6925,563.6925,461.69247,461.69247,0,0
1176.0,3,2,1,525.4315,395.06128,411.43155,309.34702,0,0,592.35767,445.38168,478.35767,359.66742,0,0,608.0577,457.18622,494.05768,371.47192,0,0,667.0577,501.54712,553.0577,415.83282,0,0,624.10767,469.25388,510.10767,383.53958,0,0
2134.0,3,3,0,752.14386,1122.6028,654.14386,976.3341,0,0,762.12,1137.4926,664.12,991.2239,0,0,673.62,1005.40295,575.62,859.1343,0,0,802.62,1197.9403,704.62,1051.6716,0,0,928.62,1386.0,830.62,1239.7313,0,0
1274.0,1,1,0,282.0,420.8955,173.0,258.20895,0,0,347.0,517.91046,238.0,355.22388,0,0,387.0,577.61194,278.0,414.92535,0,0,430.0,641.791,321.0,479.10446,0,0,472.0,704.4776,363.0,541.791,0,0
2410.0,3,3,0,1444.1471,2155.4434,1385.1471,2067.3838,0,0,1429.3531,2133.3628,1370.3531,2045.3031,0,0,1286.9882,1920.8778,1227.9882,1832.8181,0,0,1230.988,1837.2955,1171.988,1749.2358,0,0,1274.0457,1901.5607,1215.0457,1813.501,0,0
237.0,4,2,2,639.1738,456.55273,639.1738,456.55273,0,0,664.2,474.4286,664.2,474.4286,0,0,707.7,505.50003,707.7,505.50003,0,0,879.69995,628.3571,879.69995,628.3571,0,0,702.69995,501.92856,702.69995,501.92856,0,0
658.0,2,2,0,429.6,429.6,417.6,417.6,0,0,437.40002,437.40002,425.40002,425.40002,0,0,523.15753,523.15753,511.15753,511.15753,0,0,424.1575,424.1575,412.1575,412.1575,0,0,428.65002,428.65002,416.65002,416.65002,0,0
1145.0,1,1,0,243.0,362.68655,239.0,356.7164,0,0,235.64,351.70148,231.64,345.73132,0,0,305.45,455.89554,301.45,449.92538,0,0,163.45,243.95522,159.45,237.98506,1,1,140.8275,210.19029,136.8275,204.22014,1,1
1379.0,1,1,0,996.6269,1487.5028,987.6269,1474.07,0,0,954.0,1423.8806,945.0,1410.4478,0,0,999.2824,1491.4662,990.2824,1478.0334,0,0,857.28253,1279.5261,848.28253,1266.0933,0,0,811.1875,1210.7275,802.1875,1197.2948,0,0
230.0,1,1,0,292.0,435.8209,292.0,435.8209,0,0,357.0,532.8358,357.0,532.8358,0,0,397.0,592.5373,397.0,592.5373,0,0,440.0,656.71643,440.0,656.71643,0,0,482.0,719.40295,482.0,719.40295,0,0
1603.0,2,2,0,412.37692,412.37692,400.37692,400.37692,0,0,419.12,419.12,407.12,407.12,0,0,703.3625,703.3625,691.3625,691.3625,0,0,419.3625,419.3625,407.3625,407.3625,0,0,241.87,241.87,229.87,229.87,1,1
1984.0,1,1,0,275.53137,411.24084,167.53136,250.0468,0,0,270.49442,403.723,162.4944,242.52895,0,1,228.49445,341.03647,120.494446,179.84245,0,1,271.49448,405.21564,163.49446,244.02158,0,1,313.49448,467.9022,205.49446,306.70813,0,0
1280.0,2,2,0,606.7855,606.7855,599.7855,599.7855,0,0,571.9187,571.9187,564.9187,564.9187,0,0,729.11615,729.11615,722.11615,722.11615,0,0,445.11615,445.11615,438.11615,438.11615,0,0,348.91867,348.91867,341.91867,341.91867,0,0
1864.0,2,2,0,580.71387,580.71387,487.71384,487.71384,0,0,570.64,570.64,477.64,477.64,0,0,488.64,488.64,395.64,395.64,0,0,574.64,574.64,481.64,481.64,0,0,658.64,658.64,565.64,565.64,0,0
530.0,3,3,0,959.1338,1431.543,959.1338,1431.543,0,0,1014.06006,1513.5225,1014.06006,1513.5225,0,0,838.56,1251.582,838.56,1251.582,0,0,967.56006,1444.1195,967.56006,1444.1195,0,0,1093.56,1632.1792,1093.56,1632.1792,0,0
672.0,4,2,2,377.0646,227.14735,377.0646,227.14735,1,1,514.3446,309.84616,514.3446,309.84616,0,0,590.0846,355.47266,590.0846,355.47266,0,0,562.63,338.93375,562.63,338.93375,0,0,522.9846,315.051,522.9846,315.051,0,0
2250.0,4,2,2,799.4064,571.0046,586.4064,418.8617,0,0,890.86945,636.3353,677.86945,484.19247,0,0,855.2117,610.8655,642.2117,458.72263,0,0,1027.2117,733.72266,814.2117,581.5798,0,0,850.2117,607.29407,637.2117,455.1512,0,0
1847.0,2,2,0,1214.1146,1214.1146,1148.1146,1148.1146,0,0,1204.0406,1204.0406,1138.0406,1138.0406,0,0,880.29083,880.29083,814.29083,814.29083,0,0,966.29083,966.29083,900.29083,900.29083,0,0,1050.2908,1050.2908,984.29083,984.29083,0,0
1200.0,4,2,2,996.5852,600.35254,986.5852,594.3284,0,0,1140.5114,687.05505,1130.5114,681.03094,0,0,1223.0114,736.75385,1213.0114,730.72974,0,0,1150.0114,692.77795,1140.0114,686.75385,0,0,973.01135,586.1514,963.01135,580.1273,0,0
1249.0,1,1,0,424.37692,633.3984,295.37692,440.86105,0,0,386.88,577.4328,257.88,384.8955,0,0,458.87997,684.89545,329.87997,492.35815,0,0,316.87997,472.95517,187.87997,280.41788,0,0,254.75499,380.23132,125.75499,187.69402,0,1
1846.0,2,1,1,188.55385,188.55385,94.55385,94.55385,1,1,320.55383,320.55383,226.55385,226.55385,0,1,412.50385,412.50385,318.50385,318.50385,0,0,398.6,398.6,304.6,304.6,0,0,378.55383,378.55383,284.55383,284.55383,0,0
365.0,4,2,2,1054.3538,753.10986,1054.3538,753.10986,0,0,1088.28,777.3429,1088.28,777.3429,0,0,976.53,697.5215,976.53,697.5215,0,0,1148.53,820.3786,1148.53,820.3786,0,0,971.53,693.95,971.53,693.95,0,0
1360.0,1,1,0,302.0,450.74625,164.0,244.77611,0,1,283.36002,422.92538,145.36002,216.95525,0,1,464.01,692.55225,326.01,486.5821,0,0,322.01,480.61194,184.01001,274.64178,0,0,179.735,268.2612,41.735,62.291042,0,1
1238.0,1,1,0,260.0,388.0597,253.0,377.61194,0,0,249.04,371.70148,242.04,361.25372,0,0,369.28,551.1642,362.28,540.71643,0,0,227.28,339.22388,220.28,328.77612,0,0,151.415,225.99252,144.415,215.54475,1,1
1153.0,1,1,0,431.52692,644.07,410.52692,612.72675,0,0,393.58,587.4328,372.58,556.08954,0,0,453.76498,677.26117,432.76498,645.91785,0,0,311.76498,465.32086,290.76498,433.97757,0,0,260.5175,388.83206,239.51749,357.48877,0,0
811.0,2,2,0,603.417,603.417,593.417,593.417,0,0,644.12006,644.12006,634.12006,634.12006,0,0,558.745,558.745,548.745,548.745,0,0,644.745,644.745,634.745,634.745,0,0,728.745,728.745,718.745,718.745,0,0
1280.0,2,2,0,339.7,339.7,332.7,332.7,0,0,372.26,372.26,365.26,365.26,0,0,651.86743,651.86743,644.86743,644.86743,0,0,367.8675,367.8675,360.8675,360.8675,0,0,219.57251,219.57251,212.57251,212.57251,1,1
1723.0,1,1,0,101.0,150.74626,-25.0,-37.31343,1,1,166.0,247.76118,40.0,59.701492,1,1,206.0,307.46268,80.0,119.402985,0,1,249.0,371.64178,123.0,183.58209,0,1,291.0,434.32834,165.0,246.26865,0,1
1737.0,2,2,0,301.0,301.0,293.0,293.0,0,0,376.63998,376.63998,368.63998,368.63998,0,0,592.0,592.0,584.0,584.0,0,0,433.0,433.0,425.0,425.0,0,0,420.89,420.89,412.89,412.89,0,0
753.0,3,1,2,394.3669,368.5672,317.3669,296.60458,0,0,416.93,389.65417,339.93,317.69156,0,0,426.18,398.29904,349.18,326.33643,0,0,500.77002,468.00934,423.77002,396.04672,0,0,356.68002,333.3458,279.68002,261.38318,0,0
3051.0,2,2,0,1985.2892,1985.2892,1942.2892,1942.2892,0,0,1882.6154,1882.6154,1839.6154,1839.6154,0,0,1435.5,1435.5,1392.5,1392.5,0,0,1521.5,1521.5,1478.5,1478.5,0,0,1605.5,1605.5,1562.5,1562.5,0,0
1200.0,4,2,2,2142.4094,1530.2925,1993.4094,1423.8639,0,0,2052.3083,1465.9346,1903.3083,1359.506,0,0,1736.27,1240.1929,1587.27,1133.7643,0,0,1908.27,1363.05,1759.27,1256.6215,0,0,1731.27,1236.6215,1582.27,1130.1929,0,0
2148.0,5,2,3,1242.0946,776.30914,1137.0946,710.68414,0,0,1269.5006,793.43787,1164.5006,727.81287,0,0,1255.57,784.7312,1150.57,719.1062,0,0,1470.57,919.1062,1365.57,853.4812,0,0,1159.5199,724.69995,1054.5199,659.07495,0,0
1716.0,1,1,0,217.0,323.88058,130.0,194.02985,0,1,216.36,322.92535,129.36,193.07462,0,1,325.1975,485.36942,238.19751,355.51868,0,0,183.19751,273.4291,96.19751,143.57837,0,1,126.79751,189.25,39.79751,59.399265,1,1
1867.0,4,2,2,782.4739,558.9099,771.4739,551.0528,0,0,816.4,583.1429,805.4,575.28577,0,0,809.9,578.5,798.9,570.6429,0,0,981.9,701.3572,970.9,693.5,0,0,804.9,574.9286,793.9,567.0715,0,0
1269.0,2,2,0,379.0523,379.0523,371.0523,371.0523,0,0,397.6154,397.6154,389.6154,389.6154,0,0,524.0154,524.0154,516.0154,516.0154,0,0,425.01538,425.01538,417.01538,417.01538,0,0,381.9904,381.9904,373.9904,373.9904,0,0
1825.0,4,3,1,1199.3099,1199.3099,1131.3099,1131.3099,0,0,1283.4761,1283.4761,1215.4761,1215.4761,0,0,1073.9261,1073.9261,1005.9262,1005.9262,0,0,1210.9261,1210.9261,1142.9261,1142.9261,0,0,1209.9761,1209.9761,1141.9761,1141.9761,0,0
1258.0,2,2,0,863.17694,863.17694,848.17694,848.17694,0,0,815.08,815.08,800.08,800.08,0,0,981.025,981.025,966.025,966.025,0,0,697.025,697.025,682.025,682.025,0,0,540.14246,540.14246,525.14246,525.14246,0,0
2307.0,1,1,0,569.846,850.5164,426.84598,637.08356,0,0,564.8091,842.9986,421.80905,629.56573,0,0,415.05905,619.4911,272.05905,406.0583,0,0,458.05905,683.6702,315.05905,470.23737,0,0,500.05905,746.35675,357.05905,532.92395,0,0
1653.0,1,1,0,443.22693,661.5327,435.22693,649.5924,0,0,412.84,616.1791,404.84,604.2388,0,0,485.34,724.38806,477.34,712.44775,0,0,343.34,512.44775,335.34,500.50745,0,0,295.5275,441.08582,287.5275,429.1455,0,0
2175.0,2,2,0,680.21387,680.21387,558.21387,558.21387,0,0,670.14,670.14,548.14,548.14,0,0,551.89,551.89,429.89,429.89,0,0,637.89,637.89,515.89,515.89,0,0,721.89,721.89,599.89,599.89,0,0
1174.0,5,1,4,79.57192,54.130558,-31.428078,-21.379644,1,1,193.67192,131.7496,82.67192,56.2394,1,1,467.96133,318.34103,356.96133,242.83084,0,1,598.445,407.10544,487.445,331.59525,0,0,230.67192,156.91968,119.67192,81.40947,1,1
812.0,1,1,0,267.0,398.50745,206.0,307.46268,0,0,273.56,408.2985,212.56,317.25372,0,0,382.29752,570.5933,321.29752,479.54852,0,0,240.2975,358.65298,179.2975,267.60822,0,0,189.62251,283.01868,128.62251,191.97389,0,1
653.0,1,1,0,184.8,275.8209,164.8,245.97015,0,1,193.28001,288.47763,173.28001,258.6269,0,0,301.8,450.44772,281.8,420.597,0,0,159.8,238.50746,139.8,208.65672,1,1,110.84251,165.43657,90.84251,135.58583,1,1
1550.0,1,1,0,96.0,143.28358,87.0,129.85074,1,1,161.0,240.29851,152.0,226.86566,1,1,261.0,389.55222,252.0,376.1194,0,0,244.0,364.1791,235.0,350.74625,0,0,286.0,426.86566,277.0,413.43283,0,0
